Year,Rank,Title,Website,Employees,Sector,Industry,Hqlocation,Hqaddr,Hqcity,Hqstate,Hqzip,Hqtel,Ceo,Ceo-title,Address,Ticker,Fullname,Revenues,Profits,Assets
2017,280,Sempra Energy,http://www.sempra.com,16575,Energy,Utilities: Gas and Electric,"San Diego, CA",488 Eighth Ave.,San Diego,CA,92101,619-696-2000,Debra L. Reed,Chairman & Chief Executive Officer,"488 Eighth Ave., San Diego, CA 92101",SRE,Sempra Energy,10183,1370,47786
2015,270,Sempra Energy,http://www.sempra.com,16575,Energy,Utilities: Gas and Electric,"San Diego, CA",488 Eighth Ave.,San Diego,CA,92101,619-696-2000,Debra L. Reed,Chairman & Chief Executive Officer,"488 Eighth Ave., San Diego, CA 92101",SRE,Sempra Energy,10183,47786,1371
2017,236,Sherwin-Williams,http://www.sherwin.com,42550,Chemicals,Chemicals,"Cleveland, OH",101 W. Prospect Ave.,Cleveland,OH,44115,216-566-2000,John G. Morikis,"Chairman, President & Chief Executive Officer","101 W. Prospect Ave. , Cleveland, OH 44115",SHW,The Sherwin-Williams Company,11856,1132.7,6753
2015,266,Sherwin-Williams,http://www.sherwin.com,42550,Chemicals,Chemicals,"Cleveland, OH",101 W. Prospect Ave.,Cleveland,OH,44115,216-566-2000,John G. Morikis,"Chairman, President & Chief Executive Officer","101 W. Prospect Ave. , Cleveland, OH 44115",SHW,Sherwin-Williams,11856,6753,1133
2017,477,Simon Property Group,http://www.simon.com,4050,Financials,Real Estate,"Indianapolis, IN",225 W. Washington St.,Indianapolis,IN,46204,317-636-1600,David E. Simon,Chairman & Chief Executive Officer,"225 W. Washington St., Indianapolis, IN 46204",SPG,"Simon Property Group, Inc.",5435,1838.9,31104
2017,287,Sonic Automotive,http://www.sonicautomotive.com,9800,Retailing,"Automotive Retailing, Services","Charlotte, NC",4401 Colwick Rd.,Charlotte,NC,28211,704-566-2400,B. Scott Smith,"President, Chief Executive Officer & Director","4401 Colwick Rd., Charlotte, NC 28211",SAH,"Sonic Automotive, Inc",9732,93.2,3639
2015,315,Sonic Automotive,http://www.sonicautomotive.com,9800,Retailing,"Automotive Retailing, Services","Charlotte, NC",4401 Colwick Rd.,Charlotte,NC,28211,704-566-2400,B. Scott Smith,"President, Chief Executive Officer & Director","4401 Colwick Rd., Charlotte, NC 28211",SAH,Sonic Automotive,9732,3639,93
2017,145,Southern,http://www.southerncompany.com,32015,Energy,Utilities: Gas and Electric,"Atlanta, GA",30 Ivan Allen Jr. Blvd. N.W.,Atlanta,GA,30308,404-506-5000,Thomas A. Fanning,"Chairman, President & Chief Executive Officer","30 Ivan Allen Jr. Blvd. N.W., Atlanta, GA 30308",SO,The Southern Company,19896,2448,109697
2015,163,Southern,http://www.southerncompany.com,32015,Energy,Utilities: Gas and Electric,"Atlanta, GA",30 Ivan Allen Jr. Blvd. N.W.,Atlanta,GA,30308,404-506-5000,Thomas A. Fanning,"Chairman, President & Chief Executive Officer","30 Ivan Allen Jr. Blvd. N.W., Atlanta, GA 30308",SO,Southern,19896,109697,2493
2017,138,Southwest Airlines,http://www.southwest.com,53536,Transportation,Airlines,"Dallas, TX",2702 Love Field Dr.,Dallas,TX,75235,214-792-4000,Gary C. Kelly,Chairman & Chief Executive Officer,"2702 Love Field Dr., Dallas, TX 75235",LUV,Southwest Airlines Co.,20425,2244,23286
2015,161,Southwest Airlines,http://www.southwest.com,53536,Transportation,Airlines,"Dallas, TX",2702 Love Field Dr.,Dallas,TX,75235,214-792-4000,Gary C. Kelly,Chairman & Chief Executive Officer,"2702 Love Field Dr., Dallas, TX 75235",LUV,Southwest Airlines,20425,23286,2244
2017,350,SpartanNash,http://www.spartannash.com,11500,Wholesalers,Wholesalers: Food and Grocery,"Byron Center, MI",850 76th St. S.W.,Byron Center,MI,49315,616-878-2000,David M. Staples,"President, Chief Executive Officer & Director","850 76th St. S.W., Byron Center, MI 49315",SPTN,SpartanNash Company,7735,56.8,1930
2015,359,SpartanNash,http://www.spartannash.com,11500,Wholesalers,Wholesalers: Food and Grocery,"Byron Center, MI",850 76th St. S.W.,Byron Center,MI,49315,616-878-2000,David M. Staples,"President, Chief Executive Officer & Director","850 76th St. S.W., Byron Center, MI 49315",SPTN,SpartanNash,7735,1930,57
2017,393,Spirit AeroSystems Holdings,http://www.spiritaero.com,14400,Aerospace & Defense,Aerospace and Defense,"Wichita, KS",3801 S. Oliver St.,Wichita,KS,67210,316-526-9000,Thomas C. Gentile III,"President, Chief Executive Officer & Director","3801 S. Oliver St., Wichita, KS 67210",SPR,"Spirit AeroSystems Holdings, Inc.",6793,469.7,5405
2015,396,Spirit AeroSystems Holdings,http://www.spiritaero.com,14400,Aerospace & Defense,Aerospace and Defense,"Wichita, KS",3801 S. Oliver St.,Wichita,KS,67210,316-526-9000,Thomas C. Gentile III,"President, Chief Executive Officer & Director","3801 S. Oliver St., Wichita, KS 67210",SPR,Spirit AeroSystems Holdings,6793,5405,470
2017,434,St. Jude Medical,http://www.abbott.com,18000,Health Care,Medical Products and Equipment,"St. Paul, MN",1 St. Jude Medical Dr.,St. Paul,MN,55117,651-756-2000,Miles D. White,Chairman & Chief Executive Officer,"1 St. Jude Medical Dr., St. Paul, MN 55117",MSI,"St. Jude Medical, Inc.",6004,734,12578
2015,466,St. Jude Medical,http://www.abbott.com,18000,Health Care,Medical Products and Equipment,"St. Paul, MN",1 St. Jude Medical Dr.,St. Paul,MN,55117,651-756-2000,Miles D. White,Chairman & Chief Executive Officer,"1 St. Jude Medical Dr., St. Paul, MN 55117",MSI,St. Jude Medical,6038,8463,560
2017,250,Stanley Black & Decker,http://www.stanleyblackanddecker.com,54023,Household Products,"Home Equipment, Furnishings","New Britain, CT",1000 Stanley Dr.,New Britain,CT,6053,860-225-5111,James M. Loree,"President, Chief Executive Officer & Director","1000 Stanley Dr., New Britain, CT 06053",SWK,"Stanley Black & Decker, Inc.",11407,965.3,15635
2015,261,Stanley Black & Decker,http://www.stanleyblackanddecker.com,54023,Household Products,"Home Equipment, Furnishings","New Britain, CT",1000 Stanley Dr.,New Britain,CT,6053,860-225-5111,James M. Loree,"President, Chief Executive Officer & Director","1000 Stanley Dr., New Britain, CT 06053",SWK,Stanley Black & Decker,11407,15635,965
2017,140,Staples,http://www.staples.com,61503,Retailing,Specialty Retailers: Other,"Framingham, MA",500 Staples Dr.,Framingham,MA,1702,508-253-5000,Shira D. Goodman,"President, Chief Executive Officer & Director","500 Staples Dr., Framingham, MA 01702",SPLS,"Staples, Inc.",20217,-1497,8271
2015,133,Staples,http://www.staples.com,61503,Retailing,Specialty Retailers: Other,"Framingham, MA",500 Staples Dr.,Framingham,MA,1702,508-253-5000,Shira D. Goodman,"President, Chief Executive Officer & Director","500 Staples Dr., Framingham, MA 01702",SPLS,Staples,18247,8271,-1497
2017,131,Starbucks,http://www.starbucks.com,254000,"Hotels, Restaurants & Leisure",Food Services,"Seattle, WA",2401 Utah Ave. S.,Seattle,WA,98134,206-447-1575,Keven R. Johnson,"President, Chief Executive Officer & Director","2401 Utah Ave. S., Seattle, WA 98134",SBUX,Starbucks Corporation,21316,2817.7,14330
2015,187,Starbucks,http://www.starbucks.com,254000,"Hotels, Restaurants & Leisure",Food Services,"Seattle, WA",2401 Utah Ave. S.,Seattle,WA,98134,206-447-1575,Keven R. Johnson,"President, Chief Executive Officer & Director","2401 Utah Ave. S., Seattle, WA 98134",SBUX,Starbucks,21316,14330,2818
2017,33,State Farm Insurance Cos.,http://www.statefarm.com,68234,Financials,Insurance: Property and Casualty (Mutual),"Bloomington, IL",1 State Farm Plaza,Bloomington,IL,61710,309-766-2311,Michael L. Tipsord,Chief Executive Officer & Director,"1 State Farm Plaza, Bloomington, IL 61710",IBM,State Farm Insurance Cos.,76132,350.3,256030
2015,41,State Farm Insurance Cos.,http://www.statefarm.com,68234,Financials,Insurance: Property and Casualty (Mutual),"Bloomington, IL",1 State Farm Plaza,Bloomington,IL,61710,309-766-2311,Michael L. Tipsord,Chief Executive Officer & Director,"1 State Farm Plaza, Bloomington, IL 61710",IBM,State Farm Insurance Cos.,79920,117470,11874
2017,271,State Street Corp.,http://www.statestreet.com,33783,Financials,Commercial Banks,"Boston, MA",1 Lincoln St.,Boston,MA,2111,617-786-3000,Joseph L. Hooley,Chairman & Chief Executive Officer,"1 Lincoln St., Boston, MA 02111",STT,State Street Corporation,10635,2143,242698
2017,347,Steel Dynamics,http://www.steeldynamics.com,7695,Materials,Metals,"Fort Wayne, IN",7575 W. Jefferson Blvd.,Fort Wayne,IN,46804,260-969-3500,Mark D. Millett,"President, Chief Executive Officer & Director","7575 W. Jefferson Blvd., Fort Wayne, IN 46804",STLD,"Steel Dynamics, Inc.",7777,382.1,6424
2015,326,Steel Dynamics,http://www.steeldynamics.com,7695,Materials,Metals,"Fort Wayne, IN",7575 W. Jefferson Blvd.,Fort Wayne,IN,46804,260-969-3500,Mark D. Millett,"President, Chief Executive Officer & Director","7575 W. Jefferson Blvd., Fort Wayne, IN 46804",STLD,Steel Dynamics,7777,6424,382
2017,252,Stryker,http://www.stryker.com,33000,Health Care,Medical Products and Equipment,"Kalamazoo, MI",2825 Airview Blvd.,Kalamazoo,MI,49002,269-385-2600,Kevin A. Lobo,Chairman & Chief Executive Officer,"2825 Airview Blvd., Kalamazoo, MI 49002",SYK,Stryker Corporation,11325,1647,20435
2015,300,Stryker,http://www.stryker.com,33000,Health Care,Medical Products and Equipment,"Kalamazoo, MI",2825 Airview Blvd.,Kalamazoo,MI,49002,269-385-2600,Kevin A. Lobo,Chairman & Chief Executive Officer,"2825 Airview Blvd., Kalamazoo, MI 49002",SYK,Stryker,11325,20435,1647
2017,303,SunTrust Banks,http://www.suntrust.com,24375,Financials,Commercial Banks,"Atlanta, GA",303 Peachtree St. N.E.,Atlanta,GA,30308,800-786-8787,William H. Rogers Jr.,Chairman & Chief Executive Officer,"303 Peachtree St. N.E., Atlanta, GA 30308",STI,"SunTrust Banks, Inc.",9161,1878,204875
2017,158,Supervalu,http://www.supervalu.com,38000,Food & Drug Stores,Food and Drug Stores,"Eden Prairie, MN",11840 Valley View Rd.,Eden Prairie,MN,55344,952-828-4000,Mark Gross,"President, Chief Executive Officer & Director","11840 Valley View Rd., Eden Prairie, MN 55344",SVU,Supervalu Inc.,17529,178,4370
2015,164,Supervalu,http://www.supervalu.com,38000,Food & Drug Stores,Food and Drug Stores,"Eden Prairie, MN",11840 Valley View Rd.,Eden Prairie,MN,55344,952-828-4000,Mark Gross,"President, Chief Executive Officer & Director","11840 Valley View Rd., Eden Prairie, MN 55344",SVU,Supervalu,12480,3580,650
2017,465,Symantec,http://www.symantec.com,11000,Technology,Computer Software,"Mountain View, CA",350 Ellis St.,Mountain View,CA,94043,650-527-8000,Gregory S. Clark,Chief Executive Officer & Director,"350 Ellis St., Mountain View, CA 94043",SYMC,Symantec Corporation,5568,2488,11767
2015,405,Symantec,http://www.symantec.com,11000,Technology,Computer Software,"Mountain View, CA",350 Ellis St.,Mountain View,CA,94043,650-527-8000,Gregory S. Clark,Chief Executive Officer & Director,"350 Ellis St., Mountain View, CA 94043",SYMC,Symantec,4019,18174,-106
2017,185,Synchrony Financial,http://www.synchronyfinancial.com,15000,Financials,Diversified Financials,"Stamford, CT",777 Long Ridge Rd.,Stamford,CT,6902,203-585-2400,Margaret M. Keane,"President, Chief Executive Officer & Director","777 Long Ridge Rd., Stamford, CT 06902",SYF,Synchrony Financial,15122,2251,90207
2017,198,Synnex,http://www.synnex.com,110000,Wholesalers,Wholesalers: Electronics and Office Equipment,"Fremont, CA",44201 Nobel Dr.,Fremont,CA,94538,510-656-3333,Kevin M. Murai,"President, Chief Executive Officer & Director","44201 Nobel Dr., Fremont, CA 94538",SNX,Synnex Corporation,14062,234.9,5223
2015,220,Synnex,http://www.synnex.com,110000,Wholesalers,Wholesalers: Electronics and Office Equipment,"Fremont, CA",44201 Nobel Dr.,Fremont,CA,94538,510-656-3333,Kevin M. Murai,"President, Chief Executive Officer & Director","44201 Nobel Dr., Fremont, CA 94538",SNX,Synnex,14062,5223,235
2017,57,Sysco,http://www.sysco.com,51900,Wholesalers,Wholesalers: Food and Grocery,"Houston, TX",1390 Enclave Pkwy.,Houston,TX,77077,281-584-1390,William J. DeLaney III,Chief Executive Officer & Director,"1390 Enclave Pkwy., Houston, TX 77077",SYY,Sysco Corporation,50367,949.6,16722
2015,61,Sysco,http://www.sysco.com,51900,Wholesalers,Wholesalers: Food and Grocery,"Houston, TX",1390 Enclave Pkwy.,Houston,TX,77077,281-584-1390,William J. DeLaney III,Chief Executive Officer & Director,"1390 Enclave Pkwy., Houston, TX 77077",SYY,Sysco,50367,16722,950
2017,402,Targa Resources,http://www.targaresources.com,1970,Energy,Pipelines,"Houston, TX",1000 Louisiana St.,Houston,TX,77002,713-584-1000,Joe Bob Perkins,Chief Executive Officer & Director,"1000 Louisiana St., Houston, TX 77002",TRGP,Targa Resources Corp.,6691,-187.3,12871
2015,329,Targa Resources,http://www.targaresources.com,1970,Energy,Pipelines,"Houston, TX",1000 Louisiana St.,Houston,TX,77002,713-584-1000,Joe Bob Perkins,Chief Executive Officer & Director,"1000 Louisiana St., Houston, TX 77002",TRGP,Targa Resources,6691,12871,-187
2017,38,Target,http://www.target.com,323000,Retailing,General Merchandisers,"Minneapolis, MN",1000 Nicollet Mall,Minneapolis,MN,55403,612-304-6073,Brian C. Cornell,Chairman & Chief Executive Officer,"1000 Nicollet Mall, Minneapolis, MN 55403",TGT,Target Corporation,69495,2737,37431
2015,36,Target,http://www.target.com,323000,Retailing,General Merchandisers,"Minneapolis, MN",1000 Nicollet Mall,Minneapolis,MN,55403,612-304-6073,Brian C. Cornell,Chairman & Chief Executive Officer,"1000 Nicollet Mall, Minneapolis, MN 55403",TGT,Target,69495,37431,2737
2017,107,Tech Data,http://www.techdata.com,9500,Wholesalers,Wholesalers: Electronics and Office Equipment,"Clearwater, FL",5350 Tech Data Dr.,Clearwater,FL,33760,727-539-7429,Robert M. Dutkowsky,Chief Executive Officer & Director,"5350 Tech Data Dr., Clearwater, FL 33760",TECD,Tech Data Corporation,26235,195.1,7932
2015,107,Tech Data,http://www.techdata.com,9500,Wholesalers,Wholesalers: Electronics and Office Equipment,"Clearwater, FL",5350 Tech Data Dr.,Clearwater,FL,33760,727-539-7429,Robert M. Dutkowsky,Chief Executive Officer & Director,"5350 Tech Data Dr., Clearwater, FL 33760",TECD,Tech Data,26235,7932,195
2017,134,Tenet Healthcare,http://www.tenethealth.com,116475,Health Care,Health Care: Medical Facilities,"Dallas, TX",1445 Ross Ave.,Dallas,TX,75202,469-893-2200,Trevor Fetter,"Chairman, President & Chief Executive Officer","1445 Ross Ave., Dallas, TX 75202",THC,Tenet Healthcare Corporation,21070,-192,24701
2015,170,Tenet Healthcare,http://www.tenethealth.com,116475,Health Care,Health Care: Medical Facilities,"Dallas, TX",1445 Ross Ave.,Dallas,TX,75202,469-893-2200,Trevor Fetter,"Chairman, President & Chief Executive Officer","1445 Ross Ave., Dallas, TX 75202",THC,Tenet Healthcare,19621,24701,-192
2017,322,Tenneco,http://www.tenneco.com,31000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lake Forest, IL",500 N. Field Dr.,Lake Forest,IL,60045,847-482-5000,Brian J. Kesseler,Chairman & Chief Executive Officer,"500 N. Field Dr., Lake Forest, IL 60045",TEN,Tenneco Inc.,8599,363,4342
2015,341,Tenneco,http://www.tenneco.com,31000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lake Forest, IL",500 N. Field Dr.,Lake Forest,IL,60045,847-482-5000,Brian J. Kesseler,Chairman & Chief Executive Officer,"500 N. Field Dr., Lake Forest, IL 60045",TEN,Tenneco,8599,4342,363
2017,445,Terex,http://www.terex.com,18100,Industrials,Construction and Farm Machinery,"Westport, CT",200 Nyala Farm Rd.,Westport,CT,6880,203-222-7170,John L. Garrison Jr.,"President, Chief Executive Officer & Director","200 Nyala Farm Rd., Westport, CT 06880",TEX,Terex Corporation,5841,-176.1,5007
2015,377,Terex,http://www.terex.com,18100,Industrials,Construction and Farm Machinery,"Westport, CT",200 Nyala Farm Rd.,Westport,CT,6880,203-222-7170,John L. Garrison Jr.,"President, Chief Executive Officer & Director","200 Nyala Farm Rd., Westport, CT 06880",TEX,Terex,4443,5007,-176
2017,383,Tesla,http://www.tesla.com,30025,Motor Vehicles & Parts,Motor Vehicles and Parts,"Palo Alto, CA",3500 Deer Creek Rd.,Palo Alto,CA,94304,650-681-5000,Elon Musk,Chairman & Chief Executive Officer,"3500 Deer Creek Rd., Palo Alto, CA 94304",TSLA,"Tesla, Inc.",7000,-674.9,22664
2017,117,Tesoro,http://www.tsocorp.com,6308,Energy,Petroleum Refining,"San Antonio, TX",19100 Ridgewood Pkwy.,San Antonio,TX,78259,210-626-6000,Gregory J. Goff,"Chairman, President & Chief Executive Officer","19100 Ridgewood Pkwy., San Antonio, TX 78259",TSO,Tesoro Corporation,24005,734,20398
2015,77,Tesoro,http://www.tsocorp.com,6308,Energy,Petroleum Refining,"San Antonio, TX",19100 Ridgewood Pkwy.,San Antonio,TX,78259,210-626-6000,Gregory J. Goff,"Chairman, President & Chief Executive Officer","19100 Ridgewood Pkwy., San Antonio, TX 78259",TSO,Tesoro,24582,20398,734
2017,206,Texas Instruments,http://www.ti.com,29865,Technology,Semiconductors and Other Electronic Components,"Dallas, TX",12500 TI Blvd.,Dallas,TX,75243,214-479-3773,Richard K. Templeton,"Chairman, President & Chief Executive Officer","12500 TI Blvd., Dallas, TX 75243",TXN,Texas Instruments Incorporated,13370,3595,16431
2015,233,Texas Instruments,http://www.ti.com,29865,Technology,Semiconductors and Other Electronic Components,"Dallas, TX",12500 TI Blvd.,Dallas,TX,75243,214-479-3773,Richard K. Templeton,"Chairman, President & Chief Executive Officer","12500 TI Blvd., Dallas, TX 75243",TXN,Texas Instruments,13370,16431,3595
2017,200,Textron,http://www.textron.com,36000,Aerospace & Defense,Aerospace and Defense,"Providence, RI",40 Westminster St.,Providence,RI,2903,401-421-2800,Scott C. Donnelly,"Chairman, President & Chief Executive Officer","40 Westminster St., Providence, RI 02903",TXT,Textron Inc.,13788,962,15358
2015,219,Textron,http://www.textron.com,36000,Aerospace & Defense,Aerospace and Defense,"Providence, RI",40 Westminster St.,Providence,RI,2903,401-421-2800,Scott C. Donnelly,"Chairman, President & Chief Executive Officer","40 Westminster St., Providence, RI 02903",TXT,Textron,13788,15358,962
2017,154,Thermo Fisher Scientific,http://www.thermofisher.com,54800,Technology,"Scientific, Photographic and Control Equipment","Waltham, MA",168 Third Ave.,Waltham,MA,2451,781-622-1000,Marc N. Casper,"President, Chief Executive Officer & Director","168 Third Ave., Waltham, MA 02451",TMO,Thermo Fisher Scientific Inc.,18274,2021.8,45908
2015,181,Thermo Fisher Scientific,http://www.thermofisher.com,54800,Technology,"Scientific, Photographic and Control Equipment","Waltham, MA",168 Third Ave.,Waltham,MA,2451,781-622-1000,Marc N. Casper,"President, Chief Executive Officer & Director","168 Third Ave., Waltham, MA 02451",TMO,Thermo Fisher Scientific,18274,45908,2022
2017,316,Thrivent Financial for Lutherans,http://www.thrivent.com,3282,Financials,"Insurance: Life, Health (Mutual)","Minneapolis, MN",625 Fourth Ave. S.,Minneapolis,MN,55415,612-844-7000,Bradford L. Hewitt,Chief Executive Officer & Director,"625 Fourth Ave. S., Minneapolis, MN 55415",NFLX,Thrivent Financial for Lutherans,8777,587.8,88561
2015,333,Thrivent Financial for Lutherans,http://www.thrivent.com,3282,Financials,"Insurance: Life, Health (Mutual)","Minneapolis, MN",625 Fourth Ave. S.,Minneapolis,MN,55415,612-844-7000,Bradford L. Hewitt,Chief Executive Officer & Director,"625 Fourth Ave. S., Minneapolis, MN 55415",NFLX,Thrivent Financial for Lutherans,8831,13587,187
2017,80,TIAA,http://www.tiaa.org,12997,Financials,"Insurance: Life, Health (Mutual)","New York, NY",730 Third Ave.,New York,NY,10017,212-490-9000,Roger W. Ferguson Jr.,"President, Chief Executive Officer & Director","730 Third Ave., New York, NY 10017",ETE,Teachers Insurance and Annuity Association,37105,1492.3,523194
2015,92,TIAA,http://www.tiaa.org,12997,Financials,"Insurance: Life, Health (Mutual)","New York, NY",730 Third Ave.,New York,NY,10017,212-490-9000,Roger W. Ferguson Jr.,"President, Chief Executive Officer & Director","730 Third Ave., New York, NY 10017",ETE,TIAA,37504,79011,995
2017,95,Time Warner,http://www.timewarner.com,25000,Media,Entertainment,"New York, NY",1 Time Warner Center,New York,NY,10019,212-484-8000,Jeffrey L. Bewkes,Chairman & Chief Executive Officer,"1 Time Warner Center, New York, NY 10019",TWX,Time Warner Inc.,29318,3926,65966
2015,104,Time Warner,http://www.timewarner.com,25000,Media,Entertainment,"New York, NY",1 Time Warner Center,New York,NY,10019,212-484-8000,Jeffrey L. Bewkes,Chairman & Chief Executive Officer,"1 Time Warner Center, New York, NY 10019",TWX,Time Warner,29318,65966,3926
2015,130,Time Warner Cable,http://www.timewarner.com,25000,Media,Entertainment,"New York, NY",1 Time Warner Center,New York,NY,10019,212-484-8000,Jeffrey L. Bewkes,Chairman & Chief Executive Officer,"1 Time Warner Center, New York, NY 10019",TWX,Time Warner Cable,29318,65966,3926
2017,87,TJX,http://www.tjx.com,235000,Retailing,Specialty Retailers: Apparel,"Framingham, MA",770 Cochituate Rd.,Framingham,MA,1701,508-390-1000,Ernie L. Herrman,"President, Chief Executive Officer & Director","770 Cochituate Rd., Framingham, MA 01701",TJX,"The TJX Companies, Inc.",33184,2298.2,12884
2015,103,TJX,http://www.tjx.com,235000,Retailing,Specialty Retailers: Apparel,"Framingham, MA",770 Cochituate Rd.,Framingham,MA,1701,508-390-1000,Ernie L. Herrman,"President, Chief Executive Officer & Director","770 Cochituate Rd., Framingham, MA 01701",TJX,TJX,33184,12884,2298
2017,497,Toll Brothers,http://www.tollbrothers.com,4200,Engineering & Construction,Homebuilders,"Horsham, PA",250 Gibraltar Rd.,Horsham,PA,19044,215-938-8000,Douglas C. Yearley Jr.,Chief Executive Officer & Director,"250 Gibraltar Rd., Horsham, PA 19044",TOL,"Toll Brothers, Inc.",5170,382.1,9737
2015,245,"Toys ""R"" Us",http://www.toysrusinc.com,64000,Retailing,Specialty Retailers: Other,"Wayne, NJ",1 Geoffrey Way,Wayne,NJ,7470,973-617-3500,David A. Brandon,Chairman & Chief Executive Officer,"1 Geoffrey Way, Wayne, NJ 07470",HSIC,"Toys ""R"" Us",11572,6730,507
2017,244,"Toys ""R"" Us",http://www.toysrusinc.com,64000,Retailing,Specialty Retailers: Other,"Wayne, NJ",1 Geoffrey Way,Wayne,NJ,7470,973-617-3500,David A. Brandon,Chairman & Chief Executive Officer,"1 Geoffrey Way, Wayne, NJ 07470",HSIC,"Toys ""R"" Us, Inc.",11540,-36,6908
2017,396,Tractor Supply,http://www.tractorsupply.com,19500,Retailing,Specialty Retailers: Other,"Brentwood, TN",5401 Virginia Way,Brentwood,TN,37027,615-440-4000,Gregory A. Sandfort,Chief Executive Officer & Director,"5401 Virginia Way, Brentwood, TN 37027",TSCO,Tractor Supply Company,6780,437.1,2675
2015,460,Tractor Supply,http://www.tractorsupply.com,19500,Retailing,Specialty Retailers: Other,"Brentwood, TN",5401 Virginia Way,Brentwood,TN,37027,615-440-4000,Gregory A. Sandfort,Chief Executive Officer & Director,"5401 Virginia Way, Brentwood, TN 37027",TSCO,Tractor Supply,6780,2675,437
2017,470,TravelCenters of America,http://www.ta-petrol.com,20259,Retailing,Specialty Retailers: Other,"Westlake, OH",24601 Center Ridge Rd.,Westlake,OH,44145,440-808-9100,Thomas M. O'Brien,"President, Chief Executive Officer & Director","24601 Center Ridge Rd., Westlake, OH 44145",TA,TravelCenters of America LLC,5511,-2,1660
2015,365,TravelCenters of America,http://www.ta-petrol.com,20259,Retailing,Specialty Retailers: Other,"Westlake, OH",24601 Center Ridge Rd.,Westlake,OH,44145,440-808-9100,Thomas M. O'Brien,"President, Chief Executive Officer & Director","24601 Center Ridge Rd., Westlake, OH 44145",TA,TravelCenters of America,5511,1660,-2
2017,99,Travelers Cos.,http://www.travelers.com,30900,Financials,Insurance: Property and Casualty (Stock),"New York, NY",485 Lexington Ave.,New York,NY,10017,917-778-6000,Alan D. Schnitzer,Chief Executive Officer & Director,"485 Lexington Ave., New York, NY 10017",TRV,"The Travelers Companies, Inc.",27625,3014,100245
2015,112,Travelers Cos.,http://www.travelers.com,30900,Financials,Insurance: Property and Casualty (Stock),"New York, NY",485 Lexington Ave.,New York,NY,10017,917-778-6000,Alan D. Schnitzer,Chief Executive Officer & Director,"485 Lexington Ave., New York, NY 10017",TRV,Travelers Cos.,27625,100245,3014
2017,427,TreeHouse Foods,http://www.treehousefoods.com,16027,"Food, Beverages & Tobacco",Food Consumer Products,"Oak Brook, IL",2021 Spring Rd.,Oak Brook,IL,60523,708-483-1300,Sam K. Reed,Chairman & Chief Executive Officer,"2021 Spring Rd., Oak Brook, IL 60523",THS,"TreeHouse Foods, Inc.",6175,-228.6,6546
2017,101,Twenty-First Century Fox,http://www.21cf.com,21500,Media,Entertainment,"New York, NY",1211 Ave. of the Americas,New York,NY,10036,212-852-7000,James R. Murdoch,Chief Executive Officer & Director,"1211 Ave. of the Americas, New York, NY 10036",FOXA,"Twenty-First Century Fox, Inc.",27326,2755,48365
2015,97,Twenty-First Century Fox,http://www.21cf.com,21500,Media,Entertainment,"New York, NY",1211 Ave. of the Americas,New York,NY,10036,212-852-7000,James R. Murdoch,Chief Executive Officer & Director,"1211 Ave. of the Americas, New York, NY 10036",FOXA,Twenty-First Century Fox,27326,48365,2755
2017,82,Tyson Foods,http://www.tysonfoods.com,114000,"Food, Beverages & Tobacco",Food Production,"Springdale, AR",2200 W. Don Tyson Pkwy.,Springdale,AR,72762,479-290-4000,Thomas P. Hayes,"President, Chief Executive Officer & Director","2200 W. Don Tyson Pkwy., Springdale, AR 72762",TSN,"Tyson Foods, Inc.",36881,1768,22373
2015,83,Tyson Foods,http://www.tysonfoods.com,114000,"Food, Beverages & Tobacco",Food Production,"Springdale, AR",2200 W. Don Tyson Pkwy.,Springdale,AR,72762,479-290-4000,Thomas P. Hayes,"President, Chief Executive Officer & Director","2200 W. Don Tyson Pkwy., Springdale, AR 72762",TSN,Tyson Foods,36881,22373,1768
2017,125,U.S. Bancorp,http://www.usbank.com,71191,Financials,Commercial Banks,"Minneapolis, MN",800 Nicollet Mall,Minneapolis,MN,55402,651-466-3000,Andrew J. Cecere,"President, Chief Executive Officer & Director","800 Nicollet Mall, Minneapolis, MN 55402",USB,U.S. Bancorp,22744,5888,445964
2017,457,UGI,http://www.ugicorp.com,13105,Energy,Energy,"King of Prussia, PA",460 N. Gulph Rd.,King of Prussia,PA,19406,610-337-1000,John L. Walsh,"President, Chief Executive Officer & Director","460 N. Gulph Rd., King of Prussia, PA 19406",UGI,UGI Corporation,5686,364.7,10847
2015,349,UGI,http://www.ugicorp.com,13105,Energy,Energy,"King of Prussia, PA",460 N. Gulph Rd.,King of Prussia,PA,19406,610-337-1000,John L. Walsh,"President, Chief Executive Officer & Director","460 N. Gulph Rd., King of Prussia, PA 19406",UGI,UGI,5686,10847,365
2017,143,Union Pacific,http://www.up.com,42919,Transportation,Railroads,"Omaha, NE",1400 Douglas St.,Omaha,NE,68179,402-544-5000,Lance M. Fritz,"President, Chief Executive Officer, COO & Director","1400 Douglas St., Omaha, NE 68179",UNP,Union Pacific Corporation,19941,4233,55718
2015,123,Union Pacific,http://www.up.com,42919,Transportation,Railroads,"Omaha, NE",1400 Douglas St.,Omaha,NE,68179,402-544-5000,Lance M. Fritz,"President, Chief Executive Officer, COO & Director","1400 Douglas St., Omaha, NE 68179",UNP,Union Pacific,19941,55718,4233
